source,source_type,target,target_type,effect,edge_type,confidence,mechanism,doi,paper_title,authors,year,journal,evidence_sentence,verification,species_validated
YUC4,GENE,Auxin,HORMONE,activation,,MEDIUM,YUC4 flavin monooxygenase converts IPA to IAA,,,,,,First step in LR initiation involves formation of auxin maximum dependent on influx carrier AUX1 and activation of YUCCA4-mediated auxin biosynthesis,,
YUC8,GENE,Auxin,HORMONE,activation,,MEDIUM,"YUC8 catalyzes IPyA->IAA, the final step of auxin biosynthesis.",,,,,,YUC8 expression well correlated with PIF7 activity,,
YUC_TAA,GENE,Auxin,HORMONE,activation,,MEDIUM,YUC8 (flavin monooxygenase) converts indole-3-pyruvate to IAA (auxin) in the YUC-dependent tryptophan pathway,,,,,,"YUCCA enzymes convert indole-pyruvic acid to indole-3-acetic acid (IAA, auxin), the rate-limiting step in tryptophan-derived auxin biosynthesis",,
ZTL,GENE,CO,GENE,inhibition,,MEDIUM,"ZTL directly interacts with CO and destabilizes it, opposing FKF1",,,,,,ZTL destabilizes CO protein by directly interacting with the protein in Arabidopsis; FKF1 and ZTL seem to have antagonistic roles in regulating CO protein stability,,
lncCOOLAIR,REGULATORY_RNA,FLC,GENE,inhibition,,MEDIUM,Cold-induced COOLAIR antisense lncRNA accelerates FLC transcriptional repression and reduces H3K36me3,,,,,,Cold-induced antisense transcripts (COOLAIR) are required for coordinated switching of opposing chromatin states at FLC,,
miR156,REGULATORY_RNA,SPL9,GENE,repression,,MEDIUM,miR156 targets SPL9 transcript by cleavage/translational repression,,,,,,"miR156 targets 10 members of the SQUAMOSA PROMOTER BINDING PROTEIN LIKE (SPL) family of transcription factors (SPL2, SPL3, SPL4, SPL5, SPL6, SPL9, SPL10, SPL11, SPL13, SPL15).",,
miR156,REGULATORY_RNA,miR172,REGULATORY_RNA,repression,,MEDIUM,miR156 represses SPLs which activate miR172; sequential action,,,,,,sequential action of miR156 and miR172 regulates developmental timing,,
miR172,REGULATORY_RNA,AP2,GENE,repression,,MEDIUM,miR172 targets AP2 transcript,,,,,,"In Arabidopsis miR172 negatively regulate the expression of AP2 and five AP2-like genes including TARGET OF EAT 1 (TOE1), TOE2, TOE3, SCHNARCHZAPFEN (SNZ) and SCHLAFMUTZE (SMZ).",,
miR172,REGULATORY_RNA,AP2_TOE,PROTEIN_COMPLEX,inhibition,,MEDIUM,miR172 downregulates AP2 by translational repression (predominantly) rather than RNA cleavage,,,,,,miR172 downregulates these target genes by a translational mechanism rather than by RNA cleavage,,
miR396,REGULATORY_RNA,GRF,GENE,repression,,MEDIUM,"microRNA-mediated cleavage of GRF1-4, GRF7-9 mRNAs",,,,,,"miR396 targets and induces cleavage of AtGRF mRNA (AtGRF1-4, AtGRF7-9)",,
AHK,PROTEIN_COMPLEX,ARR1,GENE,activation,,HIGH,Cytokinin receptor histidine kinase composite (AHK2/AHK3/AHK4) activates B-type ARR transcription factors via AHP phosphorelay.,,,,,,"ahk2 ahk3 double mutants exhibited a semidwarf phenotype as to shoots, such as a reduced leaf size and a reduced inflorescence stem length, and AHK receptors activate the AHP-ARR phosphorelay downstream.",,
EIN3,GENE,FLC,GENE,repression,,HIGH,"EIN3/EIL1 recruit the FLD histone demethylase to the FLC locus, reducing H3K4me2 and repressing FLC transcription.",,,,,,"The ein3 eil1 double mutant had higher levels of H3K4me2 at the FLC locus and exhibited a late flowering phenotype, suggesting EIN3/EIL1 recruit FLD demethylase to repress FLC.",,
Auxin,HORMONE,LBD,PROTEIN_COMPLEX,activation,,HIGH,Auxin-induced expression of LBD16/LBD29 drives lateral root founder cell specification and primordium initiation downstream of ARF7/ARF19.,,,,,,Auxin induces the expression of LBD16 and LBD29 through ARF7 and ARF19; lbd16 lbd29 double mutants show drastically reduced lateral root density.,,
Auxin,HORMONE,Lateral_Root_Density,PHENOTYPE,activation,,HIGH,"Auxin is the master hormonal promoter of lateral root initiation, founder-cell specification, and primordium emergence.",,,,,,"Local auxin biosynthesis via TAA1/TAR and YUCCA enzymes, followed by polar transport through PINs, establishes the auxin maximum required for lateral root initiation and density.",,
BZR1,GENE,BZR_BES,PROTEIN_COMPLEX,activation,,HIGH,BZR1 and BES1 (BZR2) are close paralogs with redundant function. They heterodimerize and bind many shared genomic targets; they behave as a composite BZR/BES transcriptional activator.,,,,,,"BZR1 and BES1/BZR2 are close paralogs acting redundantly; gain-of-function bzr1-1D phenocopies bes1-D, with constitutive BR responses including enhanced growth and elongation.",,
BIN2,GENE,Plant_Height,PHENOTYPE,repression,,HIGH,"BIN2 phosphorylates and inactivates BZR1/BES1, blocking BR-responsive cell-elongation transcription. bin2-1 gain-of-function causes dwarfism.",,,,,,"At maturity, the main inflorescence stem was about one-half of the wild-type height in bin2 gain-of-function mutants; BIN2 is a negative regulator of brassinosteroid signaling and plant height.",,
PHYB,GENE,BRC1,GENE,repression,,HIGH,Active PHYB (high R:FR) represses BRC1 transcription in axillary buds; phyB loss-of-function or low R:FR derepresses BRC1 and enforces bud dormancy.,,,,,,"Active phyB down-regulates BRC1 in axillary buds under high R:FR; phyB mutants have elevated BRC1, increased bud dormancy, and fewer branches, phenocopying shade avoidance.",,
